[2018-05-21T11:51:45.901Z] jokersus#3343 (275331662865367040) used Commands.Ping in Kindergarten | bleh [344556222755766283 | 352865308203024395]
[2018-05-24T19:00:14.864Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:00:17.900Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:00:19.073Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:01:44.903Z] Mhykol Eclipsed#2024 (105668802397609984) used Purgerole in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:02:02.917Z] Mhykol Eclipsed#2024 (105668802397609984) used Purgerole in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:02:11.251Z] Mhykol Eclipsed#2024 (105668802397609984) used Purgerole in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:02:20.810Z] jokersus#3343 (275331662865367040) used Purgerole in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:02:54.712Z] jokersus#3343 (275331662865367040) used Purgerole in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:07:02.047Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-25T14:55:56.125Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | images-media [292277485310312448 | 292279419605745664] 
[2018-05-25T14:56:37.567Z] Heather ★#6969 (212197426142904320) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:56:48.495Z] jokersus#3343 (275331662865367040) used Suggest in /r/CodeGeass | images-media [292277485310312448 | 292279419605745664] 
[2018-05-25T14:57:26.927Z] jokersus#3343 (275331662865367040) used Complain in /r/CodeGeass | images-media [292277485310312448 | 292279419605745664] 
[2018-05-25T14:58:05.537Z] Heather ★#6969 (212197426142904320) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:58:24.230Z] Heather ★#6969 (212197426142904320) used Complain in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:58:24.555Z] Heather ★#6969 (212197426142904320) used Complain in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248]  Context: [%complain something]
[2018-05-25T14:58:24.570Z] jokersus#3343 (275331662865367040) used Suggest in /r/CodeGeass | images-media [292277485310312448 | 292279419605745664] 
[2018-05-25T14:58:45.231Z] jokersus#3343 (275331662865367040) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:58:49.209Z] Heather ★#6969 (212197426142904320) used Suggest in /r/CodeGeass | images-media [292277485310312448 | 292279419605745664] 
[2018-05-25T14:58:51.355Z] jokersus#3343 (275331662865367040) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:59:01.326Z] jokersus#3343 (275331662865367040) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:59:08.060Z] Heather ★#6969 (212197426142904320) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:59:08.626Z] jokersus#3343 (275331662865367040) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:59:15.462Z] Heather ★#6969 (212197426142904320) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:59:24.010Z] Heather ★#6969 (212197426142904320) used Complain in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T14:59:24.294Z] Heather ★#6969 (212197426142904320) used Complain in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248]  Context: [%complain something]
[2018-05-25T16:35:33.906Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T16:35:45.337Z] jokersus#3343 (275331662865367040) used Complain in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-25T16:35:50.973Z] jokersus#3343 (275331662865367040) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-05-27T19:45:05.329Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | channel [448471053254131712 | 448473435270676491] 
[2018-05-27T19:45:18.353Z] jokersus#3343 (275331662865367040) used Quote in Earl bot test server | channel [448471053254131712 | 448473435270676491] 
[2018-06-01T16:10:26.193Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:10:28.955Z] jokersus#3343 (275331662865367040) used Wish in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:10:34.717Z] jokersus#3343 (275331662865367040) used Wish in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:11:45.163Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:11:52.755Z] jokersus#3343 (275331662865367040) used Wish in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:31:37.917Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:31:39.561Z] jokersus#3343 (275331662865367040) used Wish in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:31:47.263Z] jokersus#3343 (275331662865367040) used Wish in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-01T16:51:41.896Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-01T16:52:32.570Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-01T16:52:38.901Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:53:04.468Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:53:54.764Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | mod-chat [292277485310312448 | 293432840538947584] 
[2018-06-01T16:53:59.615Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:54:12.575Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:56:08.507Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:56:17.521Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:56:31.671Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:56:35.127Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:58:55.493Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:58:57.249Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T16:59:17.802Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:02:24.552Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:02:34.745Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:04:25.242Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:04:34.052Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:04:42.045Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | mod-chat [292277485310312448 | 293432840538947584] 
[2018-06-01T17:06:16.800Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | mod-chat [292277485310312448 | 293432840538947584] 
[2018-06-01T17:07:19.100Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | mod-chat [292277485310312448 | 293432840538947584] 
[2018-06-01T17:24:18.353Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:24:33.498Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:25:11.368Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:25:15.553Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:28:36.462Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | tanabata-temp [292277485310312448 | 452160970790535175] 
[2018-06-01T17:29:33.029Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:29:45.199Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:54:22.771Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:54:25.479Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:58:01.378Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T17:58:04.808Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:02:26.874Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:02:51.257Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:05:49.986Z] Catie#3420 (356490919035535363) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:05:50.726Z] Catie#3420 (356490919035535363) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:05:50.744Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:06:45.743Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:07:01.171Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:07:09.809Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:19:40.969Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:19:59.747Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:29:17.299Z] Catie#3420 (356490919035535363) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:29:20.038Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:29:53.146Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:30:30.463Z] SonyGamerHD™#8862 (184590377406300160) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:31:00.675Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:31:13.068Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:31:31.490Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:33:25.899Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:34:08.426Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:34:11.498Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:34:21.010Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:34:23.813Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:34:40.857Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:47:48.030Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | tanabata-temp [292277485310312448 | 452160970790535175] 
[2018-06-01T18:47:58.631Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:48:02.366Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:49:01.502Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:49:17.815Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:49:22.582Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:53:16.929Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:53:23.497Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T18:57:28.418Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T19:57:14.054Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T19:57:42.139Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T19:58:04.068Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T19:58:46.609Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:02:23.620Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:02:42.472Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:02:46.322Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:06:30.003Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:06:43.724Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:06:49.707Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:06:57.087Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:07:00.234Z] Catie#3420 (356490919035535363) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:07:00.738Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:07:35.013Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:07:48.474Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:07:51.359Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-01T20:08:03.460Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:03:04.457Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:03:10.498Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:05:45.207Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:05:49.378Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:08:06.705Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:08:12.808Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:08:20.215Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:08:52.043Z] Zoro#2222 (263679956842708993) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:11:16.549Z] Zoro#2222 (263679956842708993) used Suggest in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:12:46.738Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:12:52.395Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:13:07.545Z] Zoro#2222 (263679956842708993) used Complain in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:13:08.287Z] Zoro#2222 (263679956842708993) used Complain in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248]  Context: [/complain test]
[2018-06-03T12:14:20.961Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:15:08.774Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:15:20.162Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:16:12.998Z] Zoro#2222 (263679956842708993) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:18:53.417Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:19:20.204Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:19:25.522Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:20:18.221Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:28:17.783Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:28:30.989Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:31:03.588Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:35:41.170Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:39:15.579Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:39:23.696Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:40:17.030Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:40:22.739Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:40:23.941Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:40:30.564Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:40:41.293Z] jokersus#3343 (275331662865367040) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T12:40:43.535Z] Heather ★#6969 (212197426142904320) used Wish in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T13:20:08.535Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-03T13:32:40.091Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-09T15:41:51.063Z] jokersus#3343 (275331662865367040) used Quote in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-09T15:50:00.241Z] jokersus#3343 (275331662865367040) used Quote in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-09T15:55:06.860Z] jokersus#3343 (275331662865367040) used Quote in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-09T15:57:48.184Z] jokersus#3343 (275331662865367040) used Quote in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-09T16:01:55.471Z] jokersus#3343 (275331662865367040) used Quote in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-09T16:02:06.945Z] jokersus#3343 (275331662865367040) used Quote in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-06-15T19:49:48.423Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-15T19:49:57.586Z] jokersus#3343 (275331662865367040) used Quote in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-15T19:50:20.856Z] jokersus#3343 (275331662865367040) used Quote in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-15T19:51:18.507Z] jokersus#3343 (275331662865367040) used Quote in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-15T19:58:44.982Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-15T19:58:49.877Z] jokersus#3343 (275331662865367040) used Quote in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:30:39.135Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | lulu-chess-club [292277485310312448 | 421181282039627787] 
[2018-06-16T13:31:18.368Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:31:54.226Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:33:03.401Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:33:06.428Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:33:14.446Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:33:20.433Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:34:11.591Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:34:14.422Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:34:42.160Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:35:39.517Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:36:03.657Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:36:12.657Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:36:16.971Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:36:21.092Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:36:23.715Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:36:34.787Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:42:30.789Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T13:58:10.645Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T14:00:56.712Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-16T14:11:02.175Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-16T14:12:00.859Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:14:06.377Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:15:11.287Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
